index,Booking_ID,num_adults,num_children,weekend_nights,week_nights,total_nights,meal_plan,car_parking,room_type,lead_time,arrival_year,arrival_month,arrival_day,arrival_season,mkt_segment,repeated_guest,num_prev_cancellations,num_prev_not_canceled,avg_price_room,num_sp_requests,booking_status,meal_plan_cod,room_type_cod,mkt_segment_cod,arrival_season_cod,booking_status_cod
2648,INN02649,1,0,0,2,2,Meal Plan 2,0,Room_Type 1,74,2017,9,18,summer,Offline,0,0,0,87.0,0,No cancelada,2,1,3,2,0
2649,INN02650,2,0,1,0,1,Meal Plan 1,0,Room_Type 1,286,2018,10,16,autumn,Online,0,0,0,90.0,0,Cancelada,1,1,4,0,1
2650,INN02651,2,0,1,2,3,Meal Plan 1,0,Room_Type 1,1,2017,9,14,summer,Offline,0,0,0,90.0,0,No cancelada,1,1,3,2,0
2651,INN02652,2,0,1,3,4,Meal Plan 1,0,Room_Type 4,39,2018,12,29,winter,Online,0,0,0,124.20181818181818,0,No cancelada,1,4,4,3,0
2652,INN02653,2,0,2,2,4,Meal Plan 1,0,Room_Type 1,69,2018,10,30,autumn,Online,0,0,0,95.85,2,No cancelada,1,1,4,0,0
2653,INN02654,2,0,3,7,10,Meal Plan 1,0,Room_Type 1,200,2018,7,15,summer,Online,0,0,0,90.95,1,Cancelada,1,1,4,2,1
2654,INN02655,2,0,0,3,3,Meal Plan 1,1,Room_Type 2,206,2018,9,8,summer,Online,0,0,0,130.5,1,Cancelada,1,2,4,2,1
2655,INN02656,2,0,0,4,4,Meal Plan 1,0,Room_Type 4,51,2017,11,11,autumn,Offline,0,0,0,69.0,1,No cancelada,1,4,3,0,0
2656,INN02657,2,0,0,2,2,Meal Plan 1,0,Room_Type 4,79,2018,3,4,winter,Online,0,0,0,87.3,0,Cancelada,1,4,4,3,1
2657,INN02658,2,2,1,3,4,Meal Plan 1,0,Room_Type 6,14,2018,9,1,summer,Online,0,0,0,147.10909090909092,1,No cancelada,1,6,4,2,0
2658,INN02659,3,0,0,2,2,Meal Plan 1,1,Room_Type 4,127,2018,10,18,autumn,Online,0,0,0,160.2,1,No cancelada,1,4,4,0,0
2659,INN02660,2,0,2,2,4,Meal Plan 1,0,Room_Type 1,58,2018,2,6,spring,Online,0,0,0,73.95,0,Cancelada,1,1,4,1,1
2660,INN02661,2,0,2,4,6,Meal Plan 1,0,Room_Type 1,95,2018,6,9,spring,Online,0,0,0,119.85,2,No cancelada,1,1,4,1,0
2661,INN02662,2,0,2,3,5,Meal Plan 1,0,Room_Type 1,96,2018,3,6,winter,Offline,0,0,0,60.0,0,No cancelada,1,1,3,3,0
2662,INN02663,1,0,0,1,1,Meal Plan 1,0,Room_Type 1,22,2017,10,6,autumn,Online,0,0,0,101.0,1,No cancelada,1,1,4,0,0
2663,INN02664,2,0,2,4,6,Meal Plan 1,0,Room_Type 1,160,2018,4,27,spring,Online,0,0,0,90.0,0,Cancelada,1,1,4,1,1
2664,INN02665,2,0,0,5,5,Meal Plan 1,0,Room_Type 4,125,2018,4,12,spring,Online,0,0,0,99.45,0,No cancelada,1,4,4,1,0
2665,INN02666,2,0,2,2,4,Meal Plan 1,0,Room_Type 2,90,2018,3,25,spring,Online,0,0,0,79.8,1,No cancelada,1,2,4,1,0
2666,INN02667,2,0,0,1,1,Not Selected,0,Room_Type 1,4,2018,2,13,spring,Online,0,0,0,81.0,0,No cancelada,0,1,4,1,0
2667,INN02668,1,0,0,1,1,Meal Plan 1,0,Room_Type 1,14,2018,5,27,spring,Offline,0,0,0,62.5,0,No cancelada,1,1,3,1,0
2668,INN02669,3,0,2,4,6,Meal Plan 2,0,Room_Type 4,85,2018,8,19,spring,Online,0,0,0,130.66,1,No cancelada,2,4,4,1,0
2669,INN02670,2,0,1,2,3,Meal Plan 1,0,Room_Type 4,14,2017,10,30,autumn,Offline,0,0,0,98.67,1,No cancelada,1,4,3,0,0
2670,INN02671,2,0,2,3,5,Meal Plan 1,0,Room_Type 1,6,2017,8,14,spring,Online,0,0,0,93.2,0,No cancelada,1,1,4,1,0
2671,INN02672,2,0,0,3,3,Meal Plan 1,0,Room_Type 1,20,2018,6,28,summer,Offline,0,0,0,76.5,0,No cancelada,1,1,3,2,0
2672,INN02673,1,0,0,2,2,Meal Plan 1,0,Room_Type 1,172,2018,6,24,summer,Online,0,0,0,95.0,0,Cancelada,1,1,4,2,1
2673,INN02674,2,0,0,4,4,Meal Plan 1,0,Room_Type 1,69,2018,3,30,spring,Online,0,0,0,82.45,0,Cancelada,1,1,4,1,1
2674,INN02675,2,0,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,2,26,spring,Corporate,0,0,0,31.0,1,No cancelada,1,1,2,1,0
2675,INN02676,2,0,2,2,4,Meal Plan 1,0,Room_Type 1,11,2017,9,13,summer,Online,0,0,0,94.6,0,No cancelada,1,1,4,2,0
2676,INN02677,1,0,0,2,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,spring,Offline,0,0,0,73.0,0,No cancelada,1,1,3,1,0
2677,INN02678,2,0,1,2,3,Meal Plan 1,0,Room_Type 4,133,2018,8,19,spring,Online,0,0,0,82.45,0,Cancelada,1,4,4,1,1
2678,INN02679,1,0,1,0,1,Meal Plan 1,0,Room_Type 1,4,2017,10,12,autumn,Corporate,0,0,0,65.0,0,No cancelada,1,1,2,0,0
2679,INN02680,3,0,2,3,5,Meal Plan 1,0,Room_Type 4,179,2018,8,4,spring,Online,0,0,0,130.05,1,Cancelada,1,4,4,1,1
2680,INN02681,2,0,0,2,2,Meal Plan 1,0,Room_Type 1,99,2018,3,23,spring,Online,0,0,0,89.3,1,No cancelada,1,1,4,1,0
2681,INN02682,2,0,2,1,3,Meal Plan 2,0,Room_Type 1,117,2017,8,1,spring,Online,0,0,0,94.5,0,Cancelada,2,1,4,1,1
2682,INN02683,1,0,0,2,2,Meal Plan 1,0,Room_Type 1,136,2018,8,26,spring,Online,0,0,0,90.9,1,No cancelada,1,1,4,1,0
2683,INN02684,2,0,2,3,5,Meal Plan 1,0,Room_Type 1,244,2018,10,30,autumn,Online,0,0,0,85.85,0,Cancelada,1,1,4,0,1
2684,INN02685,2,0,0,3,3,Meal Plan 1,0,Room_Type 1,50,2018,1,14,winter,Offline,0,0,0,52.0,1,No cancelada,1,1,3,3,0
2685,INN02686,1,0,1,1,2,Not Selected,0,Room_Type 1,195,2018,9,3,summer,Online,0,0,0,98.1,0,Cancelada,0,1,4,2,1
2686,INN02687,2,0,0,3,3,Meal Plan 1,0,Room_Type 1,22,2017,11,17,spring,Online,0,0,0,90.95,1,No cancelada,1,1,4,1,0
2687,INN02688,2,0,2,5,7,Meal Plan 1,0,Room_Type 1,23,2018,10,7,autumn,Offline,0,0,0,94.0,0,No cancelada,1,1,3,0,0
2688,INN02689,2,0,1,2,3,Meal Plan 1,0,Room_Type 1,168,2018,4,22,spring,Online,0,0,0,85.0,0,Cancelada,1,1,4,1,1
2689,INN02690,2,0,1,2,3,Meal Plan 1,0,Room_Type 1,89,2018,5,9,spring,Offline,0,0,0,75.0,0,No cancelada,1,1,3,1,0
2690,INN02691,2,0,1,2,3,Meal Plan 1,0,Room_Type 1,113,2018,3,25,spring,Offline,0,0,0,58.0,1,No cancelada,1,1,3,1,0
2691,INN02692,2,0,0,1,1,Not Selected,0,Room_Type 1,1,2018,9,15,summer,Online,0,0,0,159.0,1,No cancelada,0,1,4,2,0
2692,INN02693,2,0,0,1,1,Meal Plan 1,0,Room_Type 1,156,2018,5,18,spring,Online,0,0,0,84.24,0,Cancelada,1,1,4,1,1
2693,INN02694,3,0,2,1,3,Meal Plan 1,0,Room_Type 4,138,2018,9,25,autumn,Online,0,0,0,162.0,1,Cancelada,1,4,4,0,1
2695,INN02696,3,0,2,4,6,Meal Plan 1,0,Room_Type 4,130,2018,8,6,spring,Online,0,0,0,155.7,2,No cancelada,1,4,4,1,0
2696,INN02697,1,0,1,3,4,Meal Plan 1,0,Room_Type 1,5,2018,4,4,spring,Aviation,0,0,0,95.0,0,No cancelada,1,1,0,1,0
2697,INN02698,1,0,1,2,3,Meal Plan 1,0,Room_Type 1,39,2018,3,11,winter,Online,0,0,0,76.5,0,Cancelada,1,1,4,3,1
2698,INN02699,1,0,2,3,5,Meal Plan 1,0,Room_Type 1,269,2018,12,29,winter,Offline,0,0,0,70.0,1,No cancelada,1,1,3,3,0
2699,INN02700,1,0,0,1,1,Meal Plan 1,0,Room_Type 1,12,2018,8,17,spring,Complementary,1,0,3,96.24363636363636,4,No cancelada,1,1,1,1,0
2700,INN02701,2,0,2,2,4,Meal Plan 1,0,Room_Type 1,205,2018,7,24,summer,Online,0,0,0,90.95,0,Cancelada,1,1,4,2,1
2701,INN02702,2,0,0,4,4,Meal Plan 1,0,Room_Type 1,94,2018,5,18,spring,Online,0,0,0,127.93,0,Cancelada,1,1,4,1,1
2702,INN02703,1,0,2,2,4,Meal Plan 1,0,Room_Type 1,39,2017,9,4,summer,Online,0,0,0,85.5,0,No cancelada,1,1,4,2,0
2703,INN02704,2,0,2,1,3,Meal Plan 1,0,Room_Type 1,41,2018,3,13,winter,Corporate,0,0,0,85.67,0,No cancelada,1,1,2,3,0
2704,INN02705,2,0,1,1,2,Meal Plan 2,0,Room_Type 1,301,2018,7,30,summer,Online,0,0,0,115.0,1,Cancelada,2,1,4,2,1
2705,INN02706,2,0,0,3,3,Meal Plan 1,0,Room_Type 4,62,2018,4,21,spring,Online,0,0,0,91.48,0,No cancelada,1,4,4,1,0
2706,INN02707,2,0,1,2,3,Meal Plan 1,0,Room_Type 1,20,2018,11,14,spring,Online,0,0,0,104.0,2,No cancelada,1,1,4,1,0
2707,INN02708,2,0,1,2,3,Meal Plan 1,0,Room_Type 1,168,2018,4,22,spring,Online,0,0,0,85.0,0,Cancelada,1,1,4,1,1
2708,INN02709,2,0,2,3,5,Meal Plan 1,0,Room_Type 4,18,2017,10,16,autumn,Online,0,0,0,107.65,1,No cancelada,1,4,4,0,0
2709,INN02710,2,0,1,0,1,Not Selected,0,Room_Type 1,0,2018,8,7,spring,Online,0,0,0,98.0,1,Cancelada,0,1,4,1,1
2710,INN02711,2,0,6,13,19,Not Selected,0,Room_Type 1,64,2018,3,10,winter,Online,0,0,0,70.46,0,Cancelada,0,1,4,3,1
2711,INN02712,2,0,1,2,3,Meal Plan 1,0,Room_Type 1,150,2018,9,16,summer,Online,0,0,0,126.9,1,No cancelada,1,1,4,2,0
2712,INN02713,2,0,0,3,3,Meal Plan 1,0,Room_Type 1,42,2018,11,22,spring,Offline,0,0,0,72.0,0,No cancelada,1,1,3,1,0
2713,INN02714,2,0,1,3,4,Meal Plan 2,0,Room_Type 1,210,2017,10,8,autumn,Online,0,0,0,86.0,0,Cancelada,2,1,4,0,1
2714,INN02715,2,0,0,3,3,Meal Plan 1,0,Room_Type 1,2,2018,9,14,summer,Online,0,0,0,116.67,2,No cancelada,1,1,4,2,0
2715,INN02716,2,0,1,1,2,Not Selected,0,Room_Type 1,56,2018,4,18,spring,Online,0,0,0,85.5,1,No cancelada,0,1,4,1,0
2716,INN02717,2,0,1,0,1,Meal Plan 1,0,Room_Type 1,39,2018,9,12,summer,Online,0,0,0,135.9,2,No cancelada,1,1,4,2,0
2717,INN02718,2,0,0,2,2,Not Selected,0,Room_Type 1,13,2018,8,19,spring,Online,0,0,0,128.5,3,No cancelada,0,1,4,1,0
2718,INN02719,2,0,2,4,6,Meal Plan 1,0,Room_Type 1,13,2018,2,14,spring,Online,0,0,0,91.0,0,No cancelada,1,1,4,1,0
2719,INN02720,2,0,1,2,3,Meal Plan 1,0,Room_Type 1,73,2017,11,27,spring,Online,0,0,0,79.2,2,No cancelada,1,1,4,1,0
2720,INN02721,2,0,0,1,1,Meal Plan 1,0,Room_Type 1,109,2017,7,16,summer,Online,0,0,0,76.5,1,Cancelada,1,1,4,2,1
2721,INN02722,2,0,0,2,2,Meal Plan 1,0,Room_Type 7,5,2018,10,13,autumn,Online,0,0,0,146.60818181818183,1,No cancelada,1,7,4,0,0
2722,INN02723,2,0,0,2,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,spring,Offline,0,0,0,109.0,0,No cancelada,2,1,3,1,0
2723,INN02724,2,2,0,2,2,Meal Plan 1,0,Room_Type 6,128,2018,5,27,spring,Online,0,0,0,154.61818181818182,2,Cancelada,1,6,4,1,1
2724,INN02725,3,0,2,3,5,Meal Plan 1,0,Room_Type 4,95,2018,5,22,spring,Online,0,0,0,141.32,1,Cancelada,1,4,4,1,1
2725,INN02726,2,0,1,3,4,Meal Plan 1,0,Room_Type 1,158,2018,8,25,spring,Online,0,0,0,90.95,1,No cancelada,1,1,4,1,0
2726,INN02727,2,0,1,4,5,Meal Plan 1,0,Room_Type 4,54,2017,12,30,winter,Online,0,0,0,118.2,1,No cancelada,1,4,4,3,0
2727,INN02728,1,0,1,0,1,Meal Plan 1,0,Room_Type 4,0,2018,1,4,winter,Online,0,0,0,108.0,1,No cancelada,1,4,4,3,0
2728,INN02729,2,0,0,4,4,Meal Plan 1,0,Room_Type 1,117,2018,5,10,spring,Online,0,0,0,83.64,0,No cancelada,1,1,4,1,0
2729,INN02730,2,0,2,2,4,Meal Plan 1,0,Room_Type 4,51,2017,11,8,summer,Offline,0,0,0,60.0,0,No cancelada,1,4,3,2,0
2730,INN02731,2,0,1,1,2,Meal Plan 1,0,Room_Type 4,24,2018,5,21,spring,Online,0,0,0,155.0,2,No cancelada,1,4,4,1,0
2731,INN02732,2,0,0,3,3,Meal Plan 1,0,Room_Type 1,162,2017,9,17,summer,Offline,0,0,0,70.0,0,No cancelada,1,1,3,2,0
2732,INN02733,2,0,0,1,1,Meal Plan 1,0,Room_Type 4,43,2018,6,18,spring,Online,0,0,0,109.49,1,No cancelada,1,4,4,1,0
2733,INN02734,1,0,1,1,2,Meal Plan 1,0,Room_Type 1,118,2018,6,6,spring,Offline,0,0,0,110.0,0,No cancelada,1,1,3,1,0
2734,INN02735,2,0,0,1,1,Not Selected,0,Room_Type 1,47,2018,3,17,winter,Online,0,0,0,71.1,0,Cancelada,0,1,4,3,1
2735,INN02736,2,0,0,3,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,spring,Offline,0,0,0,75.0,0,No cancelada,1,1,3,1,0
2736,INN02737,2,0,0,1,1,Meal Plan 1,0,Room_Type 1,154,2018,11,30,spring,Offline,0,0,0,68.0,0,No cancelada,1,1,3,1,0
2737,INN02738,1,0,0,2,2,Meal Plan 1,0,Room_Type 1,9,2017,9,30,autumn,Online,0,0,0,120.0,2,No cancelada,1,1,4,0,0
2738,INN02739,2,0,0,3,3,Meal Plan 1,0,Room_Type 1,103,2018,5,4,spring,Offline,0,0,0,80.0,0,No cancelada,1,1,3,1,0
2739,INN02740,1,0,2,1,3,Meal Plan 1,0,Room_Type 1,35,2018,4,17,spring,Online,0,0,0,93.9,0,Cancelada,1,1,4,1,1
2740,INN02741,3,0,2,1,3,Meal Plan 1,0,Room_Type 4,155,2018,7,17,summer,Online,0,0,0,137.7,2,Cancelada,1,4,4,2,1
2741,INN02742,2,0,0,4,4,Meal Plan 1,0,Room_Type 1,28,2017,9,22,summer,Online,0,0,0,103.87,1,No cancelada,1,1,4,2,0
2742,INN02743,2,0,0,3,3,Meal Plan 1,0,Room_Type 1,143,2018,8,25,spring,Offline,0,0,0,100.0,1,No cancelada,1,1,3,1,0
2743,INN02744,3,0,2,1,3,Meal Plan 1,0,Room_Type 1,44,2018,4,23,spring,Offline,0,0,0,133.0,1,No cancelada,1,1,3,1,0
2744,INN02745,2,0,1,2,3,Meal Plan 1,0,Room_Type 1,87,2017,11,20,spring,Offline,0,0,0,49.07,0,No cancelada,1,1,3,1,0
2745,INN02746,1,0,0,3,3,Meal Plan 1,0,Room_Type 1,26,2018,11,16,spring,Corporate,0,0,0,77.0,0,Cancelada,1,1,2,1,1
2746,INN02747,2,0,0,1,1,Meal Plan 1,0,Room_Type 1,43,2018,9,7,summer,Online,0,0,0,98.1,1,No cancelada,1,1,4,2,0
2747,INN02748,2,0,1,0,1,Not Selected,0,Room_Type 1,102,2018,10,9,autumn,Online,0,0,0,108.0,1,Cancelada,0,1,4,0,1
2748,INN02749,2,0,0,2,2,Meal Plan 1,0,Room_Type 1,112,2018,6,2,winter,Offline,0,0,0,100.0,0,No cancelada,1,1,3,3,0
2749,INN02750,1,0,0,1,1,Meal Plan 1,0,Room_Type 1,5,2017,10,21,autumn,Online,0,0,0,93.89363636363636,0,No cancelada,1,1,4,0,0
2750,INN02751,1,0,1,0,1,Not Selected,0,Room_Type 1,131,2018,10,10,autumn,Online,0,0,0,108.0,0,Cancelada,0,1,4,0,1
2751,INN02752,2,0,2,2,4,Meal Plan 1,0,Room_Type 1,72,2018,3,27,spring,Offline,0,0,0,68.0,0,No cancelada,1,1,3,1,0
2752,INN02753,2,2,0,1,1,Meal Plan 2,0,Room_Type 6,222,2018,10,29,autumn,Online,0,0,0,154.02545454545452,0,Cancelada,2,6,4,0,1
2753,INN02754,2,0,1,4,5,Meal Plan 1,1,Room_Type 1,40,2017,9,30,autumn,Online,0,0,0,75.53,1,No cancelada,1,1,4,0,0
2754,INN02755,3,0,1,1,2,Meal Plan 1,0,Room_Type 4,65,2018,7,23,summer,Online,0,0,0,137.7,2,No cancelada,1,4,4,2,0
2755,INN02756,2,1,2,1,3,Meal Plan 1,0,Room_Type 1,8,2018,2,21,spring,Online,0,0,0,111.0,3,No cancelada,1,1,4,1,0
2756,INN02757,2,0,0,1,1,Meal Plan 1,0,Room_Type 1,56,2018,6,8,summer,Offline,0,0,0,120.0,0,No cancelada,1,1,3,2,0
2757,INN02758,2,0,0,4,4,Meal Plan 1,0,Room_Type 1,20,2017,9,2,winter,Online,0,0,0,80.85,2,No cancelada,1,1,4,3,0
2758,INN02759,2,0,0,3,3,Meal Plan 1,0,Room_Type 4,8,2017,11,11,autumn,Online,0,0,0,107.0,1,No cancelada,1,4,4,0,0
2759,INN02760,2,0,0,1,1,Meal Plan 1,0,Room_Type 4,162,2018,7,27,summer,Online,0,0,0,118.8,1,Cancelada,1,4,4,2,1
2760,INN02761,2,0,0,4,4,Meal Plan 1,0,Room_Type 4,83,2018,10,19,autumn,Online,0,0,0,132.3,2,No cancelada,1,4,4,0,0
2761,INN02762,2,0,1,2,3,Meal Plan 1,0,Room_Type 1,59,2018,11,14,spring,Offline,0,0,0,75.0,1,No cancelada,1,1,3,1,0
2762,INN02763,1,0,1,2,3,Meal Plan 1,0,Room_Type 1,11,2018,12,19,autumn,Online,0,0,0,86.0,0,No cancelada,1,1,4,0,0
2763,INN02764,1,0,2,0,2,Not Selected,0,Room_Type 1,17,2018,4,3,spring,Online,0,0,0,89.0,0,Cancelada,0,1,4,1,1
2764,INN02765,1,0,1,3,4,Not Selected,0,Room_Type 1,31,2018,3,7,winter,Online,0,0,0,67.6,1,No cancelada,0,1,4,3,0
2765,INN02766,2,0,2,1,3,Meal Plan 1,0,Room_Type 1,11,2018,4,16,spring,Online,0,0,0,109.67,2,No cancelada,1,1,4,1,0
2766,INN02767,1,0,0,1,1,Meal Plan 1,0,Room_Type 1,1,2017,8,8,summer,Online,0,0,0,80.0,0,No cancelada,1,1,4,2,0
2767,INN02768,2,0,0,2,2,Meal Plan 1,0,Room_Type 4,86,2018,5,26,spring,Online,0,0,0,140.4,0,Cancelada,1,4,4,1,1
2768,INN02769,2,0,1,3,4,Meal Plan 1,0,Room_Type 1,113,2018,4,4,spring,Online,0,0,0,63.49,2,No cancelada,1,1,4,1,0
2769,INN02770,2,0,2,2,4,Meal Plan 1,0,Room_Type 1,3,2018,4,29,spring,Offline,0,0,0,95.0,0,No cancelada,1,1,3,1,0
2770,INN02771,2,0,1,2,3,Meal Plan 1,0,Room_Type 1,130,2018,4,15,spring,Offline,0,0,0,71.0,0,No cancelada,1,1,3,1,0
2771,INN02772,2,0,0,2,2,Meal Plan 2,0,Room_Type 1,286,2018,9,16,summer,Online,0,0,0,117.0,0,Cancelada,2,1,4,2,1
2772,INN02773,2,0,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,1,2,winter,Offline,0,0,0,72.0,0,No cancelada,1,1,3,3,0
2773,INN02774,2,0,1,2,3,Meal Plan 1,0,Room_Type 1,78,2018,3,25,spring,Online,0,0,0,100.0,0,Cancelada,1,1,4,1,1
2774,INN02775,1,0,0,1,1,Meal Plan 1,0,Room_Type 1,2,2018,3,17,winter,Offline,0,0,0,82.4,0,No cancelada,1,1,3,3,0
2775,INN02776,1,0,0,3,3,Meal Plan 1,0,Room_Type 1,22,2018,2,4,spring,Online,0,0,0,82.33,0,Cancelada,1,1,4,1,1
2776,INN02777,2,0,1,2,3,Meal Plan 1,0,Room_Type 1,191,2018,6,3,spring,Online,0,0,0,132.0,0,Cancelada,1,1,4,1,1
2777,INN02778,2,0,0,4,4,Not Selected,0,Room_Type 1,174,2018,10,5,autumn,Online,0,0,0,98.1,2,No cancelada,0,1,4,0,0
2778,INN02779,2,0,0,3,3,Meal Plan 1,0,Room_Type 1,232,2018,9,15,summer,Offline,0,0,0,80.75,0,No cancelada,1,1,3,2,0
2779,INN02780,1,0,0,1,1,Meal Plan 1,0,Room_Type 1,0,2018,4,28,spring,Offline,0,0,0,45.0,2,No cancelada,1,1,3,1,0
2780,INN02781,1,0,0,1,1,Meal Plan 1,0,Room_Type 1,289,2017,10,17,autumn,Online,0,0,0,93.89363636363636,0,Cancelada,1,1,4,0,1
2781,INN02782,2,0,0,1,1,Meal Plan 1,1,Room_Type 4,6,2018,8,19,spring,Online,0,0,0,154.0,1,No cancelada,1,4,4,1,0
2782,INN02783,2,0,1,1,2,Meal Plan 1,0,Room_Type 1,60,2017,9,21,summer,Offline,0,0,0,65.0,0,No cancelada,1,1,3,2,0
2783,INN02784,2,0,1,4,5,Meal Plan 1,0,Room_Type 1,8,2018,11,2,winter,Online,0,0,0,115.6,1,No cancelada,1,1,4,3,0
2784,INN02785,1,0,1,2,3,Meal Plan 1,0,Room_Type 1,265,2018,6,24,summer,Offline,0,0,0,83.33,0,No cancelada,1,1,3,2,0
2785,INN02786,2,0,0,3,3,Meal Plan 1,0,Room_Type 1,146,2017,12,29,winter,Offline,0,0,0,85.0,0,No cancelada,1,1,3,3,0
2786,INN02787,2,0,1,3,4,Meal Plan 1,0,Room_Type 1,100,2018,5,19,spring,Online,0,0,0,136.0,1,No cancelada,1,1,4,1,0
2787,INN02788,1,0,1,1,2,Meal Plan 1,0,Room_Type 1,13,2017,10,19,autumn,Corporate,0,0,0,65.0,0,No cancelada,1,1,2,0,0
2788,INN02789,2,0,0,2,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,summer,Online,0,0,0,115.0,1,Cancelada,2,1,4,2,1
2789,INN02790,2,1,2,2,4,Meal Plan 1,0,Room_Type 1,94,2018,9,3,summer,Offline,0,0,0,102.68,0,No cancelada,1,1,3,2,0
2790,INN02791,2,1,0,2,2,Meal Plan 1,0,Room_Type 6,2,2018,11,25,spring,Offline,0,0,0,153.8,0,No cancelada,1,6,3,1,0
2791,INN02792,2,0,2,1,3,Meal Plan 1,0,Room_Type 4,31,2018,4,23,spring,Offline,0,0,0,87.04,0,No cancelada,1,4,3,1,0
2792,INN02793,2,2,2,5,7,Meal Plan 2,0,Room_Type 6,148,2018,7,11,autumn,Online,0,0,0,154.02545454545452,0,Cancelada,2,6,4,0,1
2793,INN02794,1,0,0,2,2,Meal Plan 1,0,Room_Type 1,1,2017,8,4,spring,Corporate,0,0,0,65.0,0,Cancelada,1,1,2,1,1
2794,INN02795,2,0,2,5,7,Meal Plan 2,0,Room_Type 4,271,2018,12,26,winter,Online,0,0,0,144.63,1,Cancelada,2,4,4,3,1
2795,INN02796,2,0,0,2,2,Meal Plan 1,0,Room_Type 1,79,2017,11,13,spring,Offline,0,0,0,75.0,0,No cancelada,1,1,3,1,0
2796,INN02797,2,0,0,4,4,Meal Plan 1,0,Room_Type 4,101,2018,5,25,spring,Online,0,0,0,132.6,0,No cancelada,1,4,4,1,0
2797,INN02798,2,0,1,0,1,Meal Plan 1,0,Room_Type 1,68,2018,4,25,spring,Online,0,0,0,114.5,1,No cancelada,1,1,4,1,0
2798,INN02799,2,1,2,3,5,Meal Plan 1,0,Room_Type 4,126,2018,5,15,spring,Online,0,0,0,125.45,2,No cancelada,1,4,4,1,0
2799,INN02800,2,0,2,2,4,Meal Plan 1,0,Room_Type 7,16,2018,5,6,spring,Online,0,0,0,154.37727272727273,2,No cancelada,1,7,4,1,0
2800,INN02801,2,0,0,2,2,Meal Plan 1,0,Room_Type 4,5,2017,12,17,autumn,Offline,0,0,0,69.0,0,No cancelada,1,4,3,0,0
2801,INN02802,2,0,2,1,3,Not Selected,0,Room_Type 1,156,2018,9,25,autumn,Online,0,0,0,116.1,0,Cancelada,0,1,4,0,1
2802,INN02803,2,0,1,3,4,Meal Plan 1,0,Room_Type 1,61,2018,4,11,autumn,Online,0,0,0,76.58,0,Cancelada,1,1,4,0,1
2803,INN02804,1,0,0,1,1,Meal Plan 1,0,Room_Type 5,16,2018,2,6,spring,Corporate,0,0,0,86.0,0,No cancelada,1,5,2,1,0
2804,INN02805,1,0,0,2,2,Meal Plan 1,0,Room_Type 1,151,2018,1,19,winter,Offline,0,0,0,70.0,0,No cancelada,1,1,3,3,0
2805,INN02806,3,0,0,4,4,Meal Plan 1,0,Room_Type 4,104,2018,8,24,spring,Online,0,0,0,150.3,0,Cancelada,1,4,4,1,1
2806,INN02807,1,0,1,2,3,Meal Plan 1,0,Room_Type 1,106,2018,10,7,autumn,Online,0,0,0,113.4,2,No cancelada,1,1,4,0,0
2807,INN02808,2,0,0,2,2,Meal Plan 1,1,Room_Type 1,2,2018,1,22,winter,Online,0,0,0,98.0,1,No cancelada,1,1,4,3,0
2808,INN02809,3,0,1,2,3,Meal Plan 1,0,Room_Type 4,147,2018,8,22,spring,Online,0,0,0,137.7,0,Cancelada,1,4,4,1,1
2809,INN02810,2,0,1,2,3,Meal Plan 1,0,Room_Type 1,78,2018,3,25,spring,Online,0,0,0,100.0,0,Cancelada,1,1,4,1,1
2810,INN02811,2,0,1,0,1,Meal Plan 1,1,Room_Type 4,3,2018,6,20,spring,Complementary,0,0,0,104.05,3,No cancelada,1,4,1,1,0
2811,INN02812,1,0,2,2,4,Meal Plan 1,0,Room_Type 1,31,2017,10,11,autumn,Online,0,0,0,94.5,2,No cancelada,1,1,4,0,0
2812,INN02813,2,0,0,1,1,Meal Plan 1,0,Room_Type 1,59,2018,8,11,autumn,Online,0,0,0,144.9,1,No cancelada,1,1,4,0,0
2813,INN02814,2,0,1,3,4,Meal Plan 1,0,Room_Type 4,7,2018,6,9,spring,Online,0,0,0,151.0,1,No cancelada,1,4,4,1,0
2814,INN02815,3,0,1,3,4,Meal Plan 1,0,Room_Type 4,15,2018,4,7,spring,Online,0,0,0,148.5,2,No cancelada,1,4,4,1,0
2815,INN02816,2,0,1,3,4,Not Selected,0,Room_Type 1,104,2018,4,18,spring,Online,0,0,0,72.25,1,Cancelada,0,1,4,1,1
2816,INN02817,2,0,0,3,3,Meal Plan 1,0,Room_Type 1,63,2018,8,9,spring,Online,0,0,0,144.1,0,No cancelada,1,1,4,1,0
2817,INN02818,2,0,0,4,4,Not Selected,0,Room_Type 1,134,2018,7,13,summer,Online,0,0,0,89.25,0,No cancelada,0,1,4,2,0
2818,INN02819,2,0,0,2,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,autumn,Online,0,0,0,115.0,1,Cancelada,2,1,4,0,1
2819,INN02820,1,0,0,2,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,summer,Offline,0,0,0,95.0,0,No cancelada,1,1,3,2,0
